日期,品种,标的,多空,数量,可用数量,收盘价/结算价,市值/价值,盈亏/逐笔浮盈,开仓均价,持仓均价（期货）,保证金,当日盈亏,今手数,盈亏占比,仓位占比
2022-10-10,股票,海航科技(600751.XSHG),多,2500股,2200股,2.27,5675,-1169,2.738,-,0,-25,300股,-17.08%,45559.42,12.46%
2022-10-10,股票,振东制药(300158.XSHE),多,1100股,1000股,4.87,5357,-1573,6.3,-,0,-82,100股,-22.7%,45559.42,11.76%
2022-10-10,股票,明德生物(002932.XSHE),多,100股,0股,57.29,5729,52,56.77,-,0,52,100股,0.92%,45559.42,12.57%
2022-10-10,股票,宁波东力(002164.XSHE),多,1000股,0股,5.39,5390,-200,5.59,-,0,-200,1000股,-3.58%,45559.42,11.83%
2022-10-10,,Cash,,,,,13678.42,,,,,,,,0
2022-10-11,股票,中远海控(601919.XSHG),多,500股,500股,11.31,5655,-1211.33,13.733,-,0,205,0股,-17.64%,45860.42,12.33%
2022-10-11,股票,九安医疗(002432.XSHE),多,100股,100股,42.21,4221,-3788.71,80.097,-,0,-59,0股,-47.3%,45860.42,9.2%
2022-10-11,股票,海航科技(600751.XSHG),多,2500股,2500股,2.29,5725,-1119,2.738,-,0,50,0股,-16.35%,45860.42,12.48%
2022-10-11,股票,振东制药(300158.XSHE),多,1100股,1100股,4.83,5313,-1617,6.3,-,0,-44,0股,-23.33%,45860.42,11.59%
2022-10-11,股票,明德生物(002932.XSHE),多,100股,100股,57.68,5768,91,56.77,-,0,39,0股,1.6%,45860.42,12.58%
2022-10-11,股票,宁波东力(002164.XSHE),多,1000股,1000股,5.5,5500,-90,5.59,-,0,110,0股,-1.61%,45860.42,11.99%
2022-10-11,,Cash,,,,,13678.42,,,,,,,,0
2022-10-12,股票,中远海控(601919.XSHG),多,500股,500股,11.33,5665,-1201.33,13.733,-,0,10,0股,-17.5%,46666.42,12.14%
2022-10-12,股票,九安医疗(002432.XSHE),多,100股,100股,43.66,4366,-3643.71,80.097,-,0,145,0股,-45.49%,46666.42,9.36%
2022-10-12,股票,海航科技(600751.XSHG),多,2500股,2500股,2.36,5900,-944,2.738,-,0,175,0股,-13.79%,46666.42,12.64%
2022-10-12,股票,振东制药(300158.XSHE),多,1100股,1100股,4.94,5434,-1496,6.3,-,0,121,0股,-21.59%,46666.42,11.64%
2022-10-12,股票,明德生物(002932.XSHE),多,100股,100股,59.43,5943,266,56.77,-,0,175,0股,4.69%,46666.42,12.74%
2022-10-12,股票,宁波东力(002164.XSHE),多,1000股,1000股,5.68,5680,90,5.59,-,0,180,0股,1.61%,46666.42,12.17%
2022-10-12,,Cash,,,,,13678.42,,,,,,,,0
2022-10-13,股票,中远海控(601919.XSHG),多,500股,500股,11.19,5595,-1271.33,13.733,-,0,-70,0股,-18.52%,46749.42,11.97%
2022-10-13,股票,九安医疗(002432.XSHE),多,100股,100股,44.09,4409,-3600.71,80.097,-,0,43,0股,-44.95%,46749.42,9.43%
2022-10-13,股票,海航科技(600751.XSHG),多,2500股,2500股,2.38,5950,-894,2.738,-,0,50,0股,-13.06%,46749.42,12.73%
2022-10-13,股票,振东制药(300158.XSHE),多,1100股,1100股,5.02,5522,-1408,6.3,-,0,88,0股,-20.32%,46749.42,11.81%
2022-10-13,股票,明德生物(002932.XSHE),多,100股,100股,59.05,5905,228,56.77,-,0,-38,0股,4.02%,46749.42,12.63%
2022-10-13,股票,宁波东力(002164.XSHE),多,1000股,1000股,5.69,5690,100,5.59,-,0,10,0股,1.79%,46749.42,12.17%
2022-10-13,,Cash,,,,,13678.42,,,,,,,,0
2022-10-14,股票,中远海控(601919.XSHG),多,500股,500股,11.39,5695,-1171.33,13.733,-,0,100,0股,-17.06%,47793.42,11.92%
2022-10-14,股票,九安医疗(002432.XSHE),多,100股,100股,46.87,4687,-3322.71,80.097,-,0,278,0股,-41.48%,47793.42,9.81%
2022-10-14,股票,海航科技(600751.XSHG),多,2500股,2500股,2.39,5975,-869,2.738,-,0,25,0股,-12.7%,47793.42,12.5%
2022-10-14,股票,振东制药(300158.XSHE),多,1100股,1100股,5.2,5720,-1210,6.3,-,0,198,0股,-17.46%,47793.42,11.97%
2022-10-14,股票,明德生物(002932.XSHE),多,100股,100股,62.28,6228,551,56.77,-,0,323,0股,9.71%,47793.42,13.03%
2022-10-14,股票,宁波东力(002164.XSHE),多,1000股,1000股,5.81,5810,220,5.59,-,0,120,0股,3.94%,47793.42,12.16%
2022-10-14,,Cash,,,,,13678.42,,,,,,,,0
2022-10-17,股票,中远海控(601919.XSHG),多,500股,500股,11.5,5750,-1116.33,13.733,-,0,55,0股,-16.26%,48782.42,11.79%
2022-10-17,股票,九安医疗(002432.XSHE),多,100股,100股,51.56,5156,-2853.71,80.097,-,0,469,0股,-35.63%,48782.42,10.57%
2022-10-17,股票,海航科技(600751.XSHG),多,2500股,2500股,2.41,6025,-819,2.738,-,0,50,0股,-11.97%,48782.42,12.35%
2022-10-17,股票,振东制药(300158.XSHE),多,1100股,1100股,5.24,5764,-1166,6.3,-,0,44,0股,-16.83%,48782.42,11.82%
2022-10-17,股票,明德生物(002932.XSHE),多,100股,100股,64.89,6489,812,56.77,-,0,261,0股,14.3%,48782.42,13.3%
2022-10-17,股票,宁波东力(002164.XSHE),多,1000股,1000股,5.92,5920,330,5.59,-,0,110,0股,5.9%,48782.42,12.14%
2022-10-17,,Cash,,,,,13678.42,,,,,,,,0
2022-10-18,股票,中远海控(601919.XSHG),多,500股,500股,11.45,5725,-1141.33,13.733,-,0,-25,0股,-16.62%,48847.42,11.72%
2022-10-18,股票,九安医疗(002432.XSHE),多,100股,100股,52.37,5237,-2772.71,80.097,-,0,81,0股,-34.62%,48847.42,10.72%
2022-10-18,股票,海航科技(600751.XSHG),多,2500股,2500股,2.4,6000,-844,2.738,-,0,-25,0股,-12.33%,48847.42,12.28%
2022-10-18,股票,振东制药(300158.XSHE),多,1100股,1100股,5.38,5918,-1012,6.3,-,0,154,0股,-14.6%,48847.42,12.12%
2022-10-18,股票,明德生物(002932.XSHE),多,100股,100股,63.49,6349,672,56.77,-,0,-140,0股,11.84%,48847.42,13%
2022-10-18,股票,宁波东力(002164.XSHE),多,1000股,1000股,5.94,5940,350,5.59,-,0,20,0股,6.26%,48847.42,12.16%
2022-10-18,,Cash,,,,,13678.42,,,,,,,,0
2022-10-19,股票,中远海控(601919.XSHG),多,500股,500股,11.6,5800,-1066.33,13.733,-,0,75,0股,-15.53%,48542.42,11.95%
2022-10-19,股票,九安医疗(002432.XSHE),多,100股,100股,52.04,5204,-2805.71,80.097,-,0,-33,0股,-35.03%,48542.42,10.72%
2022-10-19,股票,海航科技(600751.XSHG),多,2500股,2500股,2.39,5975,-869,2.738,-,0,-25,0股,-12.7%,48542.42,12.31%
2022-10-19,股票,振东制药(300158.XSHE),多,1100股,1100股,5.22,5742,-1188,6.3,-,0,-176,0股,-17.14%,48542.42,11.83%
2022-10-19,股票,明德生物(002932.XSHE),多,100股,100股,62.03,6203,526,56.77,-,0,-146,0股,9.27%,48542.42,12.78%
2022-10-19,股票,宁波东力(002164.XSHE),多,1000股,1000股,5.94,5940,350,5.59,-,0,0,0股,6.26%,48542.42,12.24%
2022-10-19,,Cash,,,,,13678.42,,,,,,,,0
2022-10-20,股票,中远海控(601919.XSHG),多,500股,500股,11.33,5665,-1201.33,13.733,-,0,-135,0股,-17.5%,48226.42,11.75%
2022-10-20,股票,九安医疗(002432.XSHE),多,100股,100股,51.04,5104,-2905.71,80.097,-,0,-100,0股,-36.28%,48226.42,10.58%
2022-10-20,股票,海航科技(600751.XSHG),多,2500股,2500股,2.37,5925,-919,2.738,-,0,-50,0股,-13.43%,48226.42,12.29%
2022-10-20,股票,振东制药(300158.XSHE),多,1100股,1100股,5.24,5764,-1166,6.3,-,0,22,0股,-16.83%,48226.42,11.95%
2022-10-20,股票,明德生物(002932.XSHE),多,100股,100股,62.5,6250,573,56.77,-,0,47,0股,10.09%,48226.42,12.96%
2022-10-20,股票,宁波东力(002164.XSHE),多,1000股,1000股,5.84,5840,250,5.59,-,0,-100,0股,4.47%,48226.42,12.11%
2022-10-20,,Cash,,,,,13678.42,,,,,,,,0
2022-10-21,股票,中远海控(601919.XSHG),多,500股,500股,11.39,5695,-1171.33,13.733,-,0,30,0股,-17.06%,48269.42,11.8%
2022-10-21,股票,九安医疗(002432.XSHE),多,100股,100股,50.35,5035,-2974.71,80.097,-,0,-69,0股,-37.14%,48269.42,10.43%
2022-10-21,股票,海航科技(600751.XSHG),多,2500股,2500股,2.38,5950,-894,2.738,-,0,25,0股,-13.06%,48269.42,12.33%
2022-10-21,股票,振东制药(300158.XSHE),多,1100股,1100股,5.24,5764,-1166,6.3,-,0,0,0股,-16.83%,48269.42,11.94%
2022-10-21,股票,明德生物(002932.XSHE),多,100股,100股,62.67,6267,590,56.77,-,0,17,0股,10.39%,48269.42,12.98%
2022-10-21,股票,宁波东力(002164.XSHE),多,1000股,1000股,5.88,5880,290,5.59,-,0,40,0股,5.19%,48269.42,12.18%
2022-10-21,,Cash,,,,,13678.42,,,,,,,,0
2022-10-24,股票,中远海控(601919.XSHG),多,500股,500股,11.14,5570,-1296.33,13.733,-,0,-125,0股,-18.88%,47668.42,11.68%
2022-10-24,股票,九安医疗(002432.XSHE),多,100股,100股,48.6,4860,-3149.71,80.097,-,0,-175,0股,-39.32%,47668.42,10.2%
2022-10-24,股票,海航科技(600751.XSHG),多,2500股,2500股,2.32,5800,-1044,2.738,-,0,-150,0股,-15.25%,47668.42,12.17%
2022-10-24,股票,振东制药(300158.XSHE),多,1100股,1100股,5.09,5599,-1331,6.3,-,0,-165,0股,-19.21%,47668.42,11.75%
2022-10-24,股票,明德生物(002932.XSHE),多,100股,100股,61.61,6161,484,56.77,-,0,-106,0股,8.53%,47668.42,12.92%
2022-10-24,股票,宁波东力(002164.XSHE),多,1000股,1000股,6,6000,410,5.59,-,0,120,0股,7.33%,47668.42,12.59%
2022-10-24,,Cash,,,,,13678.42,,,,,,,,0
2022-10-25,股票,中远海控(601919.XSHG),多,500股,500股,11.29,5645,-1221.33,13.733,-,0,75,0股,-17.79%,47800.42,11.81%
2022-10-25,股票,九安医疗(002432.XSHE),多,100股,100股,47.74,4774,-3235.71,80.097,-,0,-86,0股,-40.4%,47800.42,9.99%
2022-10-25,股票,海航科技(600751.XSHG),多,2500股,2500股,2.34,5850,-994,2.738,-,0,50,0股,-14.52%,47800.42,12.24%
2022-10-25,股票,振东制药(300158.XSHE),多,1100股,1100股,5.02,5522,-1408,6.3,-,0,-77,0股,-20.32%,47800.42,11.55%
2022-10-25,股票,明德生物(002932.XSHE),多,100股,100股,62.31,6231,554,56.77,-,0,70,0股,9.76%,47800.42,13.04%
2022-10-25,股票,宁波东力(002164.XSHE),多,1000股,1000股,6.1,6100,510,5.59,-,0,100,0股,9.12%,47800.42,12.76%
2022-10-25,,Cash,,,,,13678.42,,,,,,,,0
2022-10-26,股票,中远海控(601919.XSHG),多,500股,500股,11.32,5660,-1206.33,13.733,-,0,15,0股,-17.57%,48298.42,11.72%
2022-10-26,股票,九安医疗(002432.XSHE),多,100股,100股,49.3,4930,-3079.71,80.097,-,0,156,0股,-38.45%,48298.42,10.21%
2022-10-26,股票,海航科技(600751.XSHG),多,2500股,2500股,2.37,5925,-919,2.738,-,0,75,0股,-13.43%,48298.42,12.27%
2022-10-26,股票,振东制药(300158.XSHE),多,1100股,1100股,5.2,5720,-1210,6.3,-,0,198,0股,-17.46%,48298.42,11.84%
2022-10-26,股票,明德生物(002932.XSHE),多,100股,100股,63.75,6375,698,56.77,-,0,144,0股,12.3%,48298.42,13.2%
2022-10-26,股票,宁波东力(002164.XSHE),多,1000股,1000股,6.01,6010,420,5.59,-,0,-90,0股,7.51%,48298.42,12.44%
2022-10-26,,Cash,,,,,13678.42,,,,,,,,0
2022-10-27,股票,中远海控(601919.XSHG),多,500股,500股,11.47,5735,-1131.33,13.733,-,0,75,0股,-16.48%,48664.42,11.78%
2022-10-27,股票,九安医疗(002432.XSHE),多,100股,100股,49.94,4994,-3015.71,80.097,-,0,64,0股,-37.65%,48664.42,10.26%
2022-10-27,股票,海航科技(600751.XSHG),多,2500股,2500股,2.41,6025,-819,2.738,-,0,100,0股,-11.97%,48664.42,12.38%
2022-10-27,股票,振东制药(300158.XSHE),多,1100股,1100股,5.37,5907,-1023,6.3,-,0,187,0股,-14.76%,48664.42,12.14%
2022-10-27,股票,明德生物(002932.XSHE),多,100股,100股,64.45,6445,768,56.77,-,0,70,0股,13.53%,48664.42,13.24%
2022-10-27,股票,宁波东力(002164.XSHE),多,1000股,1000股,5.88,5880,290,5.59,-,0,-130,0股,5.19%,48664.42,12.08%
2022-10-27,,Cash,,,,,13678.42,,,,,,,,0
2022-10-28,股票,中远海控(601919.XSHG),多,500股,500股,11.25,5625,-1241.33,13.733,-,0,-110,0股,-18.08%,47506.42,11.84%
2022-10-28,股票,九安医疗(002432.XSHE),多,100股,100股,48.4,4840,-3169.71,80.097,-,0,-154,0股,-39.57%,47506.42,10.19%
2022-10-28,股票,海航科技(600751.XSHG),多,2500股,2500股,2.31,5775,-1069,2.738,-,0,-250,0股,-15.62%,47506.42,12.16%
2022-10-28,股票,振东制药(300158.XSHE),多,1100股,1100股,5.18,5698,-1232,6.3,-,0,-209,0股,-17.78%,47506.42,11.99%
2022-10-28,股票,明德生物(002932.XSHE),多,100股,100股,62.8,6280,603,56.77,-,0,-165,0股,10.62%,47506.42,13.22%
2022-10-28,股票,宁波东力(002164.XSHE),多,1000股,1000股,5.61,5610,20,5.59,-,0,-270,0股,0.36%,47506.42,11.81%
2022-10-28,,Cash,,,,,13678.42,,,,,,,,0
2022-10-31,股票,中远海控(601919.XSHG),多,500股,500股,11.23,5615,-1251.33,13.733,-,0,-10,0股,-18.22%,47890.42,11.72%
2022-10-31,股票,九安医疗(002432.XSHE),多,100股,100股,49.34,4934,-3075.71,80.097,-,0,94,0股,-38.4%,47890.42,10.3%
2022-10-31,股票,海航科技(600751.XSHG),多,2500股,2500股,2.34,5850,-994,2.738,-,0,75,0股,-14.52%,47890.42,12.22%
2022-10-31,股票,振东制药(300158.XSHE),多,1100股,1100股,5.27,5797,-1133,6.3,-,0,99,0股,-16.35%,47890.42,12.1%
2022-10-31,股票,明德生物(002932.XSHE),多,100股,100股,63.96,6396,719,56.77,-,0,116,0股,12.67%,47890.42,13.36%
2022-10-31,股票,宁波东力(002164.XSHE),多,1000股,1000股,5.62,5620,30,5.59,-,0,10,0股,0.54%,47890.42,11.74%
2022-10-31,,Cash,,,,,13678.42,,,,,,,,0
2022-11-01,股票,中远海控(601919.XSHG),多,500股,500股,11.45,5725,-1141.33,13.733,-,0,110,0股,-16.62%,48801.32,11.73%
2022-11-01,股票,九安医疗(002432.XSHE),多,100股,100股,50.04,5004,-3005.71,80.097,-,0,70,0股,-37.53%,48801.32,10.25%
2022-11-01,股票,海航科技(600751.XSHG),多,2100股,2100股,2.38,4998,-750.96,2.738,-,0,84,0股,-13.06%,48801.32,10.24%
2022-11-01,股票,振东制药(300158.XSHE),多,1000股,1000股,5.5,5500,-800,6.3,-,0,230,0股,-12.7%,48801.32,11.27%
2022-11-01,股票,明德生物(002932.XSHE),多,100股,100股,64.6,6460,783,56.77,-,0,64,0股,13.79%,48801.32,13.24%
2022-11-01,股票,新城控股(601155.XSHG),多,300股,0股,13.9,4170,183,13.29,-,0,183,300股,4.59%,48801.32,8.54%
2022-11-01,股票,广州浪奇(000523.XSHE),多,1600股,0股,2.97,4752,144,2.88,-,0,144,1600股,3.13%,48801.32,9.74%
2022-11-01,股票,华夏银行(600015.XSHG),多,1000股,0股,4.84,4840,40,4.8,-,0,40,1000股,0.83%,48801.32,9.92%
2022-11-01,,Cash,,,,,7352.32,,,,,,,,0
2022-11-02,股票,中远海控(601919.XSHG),多,500股,500股,11.45,5725,-1141.33,13.733,-,0,0,0股,-16.62%,49715.32,11.52%
2022-11-02,股票,九安医疗(002432.XSHE),多,100股,100股,52.11,5211,-2798.71,80.097,-,0,207,0股,-34.94%,49715.32,10.48%
2022-11-02,股票,海航科技(600751.XSHG),多,2100股,2100股,2.4,5040,-708.96,2.738,-,0,42,0股,-12.33%,49715.32,10.14%
2022-11-02,股票,振东制药(300158.XSHE),多,1000股,1000股,5.75,5750,-550,6.3,-,0,250,0股,-8.73%,49715.32,11.57%
2022-11-02,股票,明德生物(002932.XSHE),多,100股,100股,67.36,6736,1059,56.77,-,0,276,0股,18.65%,49715.32,13.55%
2022-11-02,股票,新城控股(601155.XSHG),多,300股,300股,14.17,4251,264,13.29,-,0,81,0股,6.62%,49715.32,8.55%
2022-11-02,股票,广州浪奇(000523.XSHE),多,1600股,1600股,3,4800,192,2.88,-,0,48,0股,4.17%,49715.32,9.65%
2022-11-02,股票,华夏银行(600015.XSHG),多,1000股,1000股,4.85,4850,50,4.8,-,0,10,0股,1.04%,49715.32,9.76%
2022-11-02,,Cash,,,,,7352.32,,,,,,,,0
2022-11-03,股票,中远海控(601919.XSHG),多,500股,500股,11.29,5645,-1221.33,13.733,-,0,-80,0股,-17.79%,49085.32,11.5%
2022-11-03,股票,九安医疗(002432.XSHE),多,100股,100股,50.6,5060,-2949.71,80.097,-,0,-151,0股,-36.83%,49085.32,10.31%
2022-11-03,股票,海航科技(600751.XSHG),多,2100股,2100股,2.38,4998,-750.96,2.738,-,0,-42,0股,-13.06%,49085.32,10.18%
2022-11-03,股票,振东制药(300158.XSHE),多,1000股,1000股,5.65,5650,-650,6.3,-,0,-100,0股,-10.32%,49085.32,11.51%
2022-11-03,股票,明德生物(002932.XSHE),多,100股,100股,65.5,6550,873,56.77,-,0,-186,0股,15.38%,49085.32,13.34%
2022-11-03,股票,新城控股(601155.XSHG),多,300股,300股,14,4200,213,13.29,-,0,-51,0股,5.34%,49085.32,8.56%
2022-11-03,股票,广州浪奇(000523.XSHE),多,1600股,1600股,3,4800,192,2.88,-,0,0,0股,4.17%,49085.32,9.78%
2022-11-03,股票,华夏银行(600015.XSHG),多,1000股,1000股,4.83,4830,30,4.8,-,0,-20,0股,0.63%,49085.32,9.84%
2022-11-03,,Cash,,,,,7352.32,,,,,,,,0
2022-11-04,股票,中远海控(601919.XSHG),多,500股,500股,11.62,5810,-1056.33,13.733,-,0,165,0股,-15.38%,49852.32,11.65%
2022-11-04,股票,九安医疗(002432.XSHE),多,100股,100股,50.25,5025,-2984.71,80.097,-,0,-35,0股,-37.26%,49852.32,10.08%
2022-11-04,股票,海航科技(600751.XSHG),多,2100股,2100股,2.41,5061,-687.96,2.738,-,0,63,0股,-11.97%,49852.32,10.15%
2022-11-04,股票,振东制药(300158.XSHE),多,1000股,1000股,5.75,5750,-550,6.3,-,0,100,0股,-8.73%,49852.32,11.53%
2022-11-04,股票,明德生物(002932.XSHE),多,100股,100股,67.34,6734,1057,56.77,-,0,184,0股,18.62%,49852.32,13.51%
2022-11-04,股票,新城控股(601155.XSHG),多,300股,300股,14.52,4356,369,13.29,-,0,156,0股,9.26%,49852.32,8.74%
2022-11-04,股票,广州浪奇(000523.XSHE),多,1600股,1600股,3.04,4864,256,2.88,-,0,64,0股,5.56%,49852.32,9.76%
2022-11-04,股票,华夏银行(600015.XSHG),多,1000股,1000股,4.9,4900,100,4.8,-,0,70,0股,2.08%,49852.32,9.83%
2022-11-04,,Cash,,,,,7352.32,,,,,,,,0
2022-11-07,股票,中远海控(601919.XSHG),多,500股,500股,12.03,6015,-851.33,13.733,-,0,205,0股,-12.4%,50354.32,11.95%
2022-11-07,股票,九安医疗(002432.XSHE),多,100股,100股,50.94,5094,-2915.71,80.097,-,0,69,0股,-36.4%,50354.32,10.12%
2022-11-07,股票,海航科技(600751.XSHG),多,2100股,2100股,2.43,5103,-645.96,2.738,-,0,42,0股,-11.24%,50354.32,10.13%
2022-11-07,股票,振东制药(300158.XSHE),多,1000股,1000股,5.78,5780,-520,6.3,-,0,30,0股,-8.25%,50354.32,11.48%
2022-11-07,股票,明德生物(002932.XSHE),多,100股,100股,67.66,6766,1089,56.77,-,0,32,0股,19.18%,50354.32,13.44%
2022-11-07,股票,新城控股(601155.XSHG),多,300股,300股,14.74,4422,435,13.29,-,0,66,0股,10.91%,50354.32,8.78%
2022-11-07,股票,广州浪奇(000523.XSHE),多,1600股,1600股,3.07,4912,304,2.88,-,0,48,0股,6.6%,50354.32,9.75%
2022-11-07,股票,华夏银行(600015.XSHG),多,1000股,1000股,4.91,4910,110,4.8,-,0,10,0股,2.29%,50354.32,9.75%
2022-11-07,,Cash,,,,,7352.32,,,,,,,,0
2022-11-08,股票,中远海控(601919.XSHG),多,500股,500股,11.91,5955,-911.33,13.733,-,0,-60,0股,-13.27%,50055.32,11.9%
2022-11-08,股票,九安医疗(002432.XSHE),多,100股,100股,50.09,5009,-3000.71,80.097,-,0,-85,0股,-37.46%,50055.32,10.01%
2022-11-08,股票,海航科技(600751.XSHG),多,2100股,2100股,2.45,5145,-603.96,2.738,-,0,42,0股,-10.51%,50055.32,10.28%
2022-11-08,股票,振东制药(300158.XSHE),多,1000股,1000股,5.7,5700,-600,6.3,-,0,-80,0股,-9.52%,50055.32,11.39%
2022-11-08,股票,明德生物(002932.XSHE),多,100股,100股,66.41,6641,964,56.77,-,0,-125,0股,16.98%,50055.32,13.27%
2022-11-08,股票,新城控股(601155.XSHG),多,300股,300股,14.75,4425,438,13.29,-,0,3,0股,10.99%,50055.32,8.84%
2022-11-08,股票,广州浪奇(000523.XSHE),多,1600股,1600股,3.08,4928,320,2.88,-,0,16,0股,6.94%,50055.32,9.85%
2022-11-08,股票,华夏银行(600015.XSHG),多,1000股,1000股,4.9,4900,100,4.8,-,0,-10,0股,2.08%,50055.32,9.79%
2022-11-08,,Cash,,,,,7352.32,,,,,,,,0
2022-11-09,股票,中远海控(601919.XSHG),多,500股,500股,11.85,5925,-941.33,13.733,-,0,-30,0股,-13.71%,50720.32,11.68%
2022-11-09,股票,九安医疗(002432.XSHE),多,100股,100股,49.91,4991,-3018.71,80.097,-,0,-18,0股,-37.69%,50720.32,9.84%
2022-11-09,股票,海航科技(600751.XSHG),多,2100股,2100股,2.43,5103,-645.96,2.738,-,0,-42,0股,-11.24%,50720.32,10.06%
2022-11-09,股票,振东制药(300158.XSHE),多,1000股,1000股,5.94,5940,-360,6.3,-,0,240,0股,-5.71%,50720.32,11.71%
2022-11-09,股票,明德生物(002932.XSHE),多,100股,100股,66.74,6674,997,56.77,-,0,33,0股,17.56%,50720.32,13.16%
2022-11-09,股票,新城控股(601155.XSHG),多,300股,300股,16.23,4869,882,13.29,-,0,444,0股,22.12%,50720.32,9.6%
2022-11-09,股票,广州浪奇(000523.XSHE),多,1600股,1600股,3.11,4976,368,2.88,-,0,48,0股,7.99%,50720.32,9.81%
2022-11-09,股票,华夏银行(600015.XSHG),多,1000股,1000股,4.89,4890,90,4.8,-,0,-10,0股,1.88%,50720.32,9.64%
2022-11-09,,Cash,,,,,7352.32,,,,,,,,0
2022-11-10,股票,中远海控(601919.XSHG),多,500股,500股,11.9,5950,-916.33,13.733,-,0,25,0股,-13.35%,51296.32,11.6%
2022-11-10,股票,九安医疗(002432.XSHE),多,100股,100股,50.03,5003,-3006.71,80.097,-,0,12,0股,-37.54%,51296.32,9.75%
2022-11-10,股票,海航科技(600751.XSHG),多,2100股,2100股,2.46,5166,-582.96,2.738,-,0,63,0股,-10.14%,51296.32,10.07%
2022-11-10,股票,振东制药(300158.XSHE),多,1000股,1000股,5.98,5980,-320,6.3,-,0,40,0股,-5.08%,51296.32,11.66%
2022-11-10,股票,明德生物(002932.XSHE),多,100股,100股,68.29,6829,1152,56.77,-,0,155,0股,20.29%,51296.32,13.31%
2022-11-10,股票,新城控股(601155.XSHG),多,300股,300股,17.08,5124,1137,13.29,-,0,255,0股,28.52%,51296.32,9.99%
2022-11-10,股票,广州浪奇(000523.XSHE),多,1600股,1600股,3.12,4992,384,2.88,-,0,16,0股,8.33%,51296.32,9.73%
2022-11-10,股票,华夏银行(600015.XSHG),多,1000股,1000股,4.9,4900,100,4.8,-,0,10,0股,2.08%,51296.32,9.55%
2022-11-10,,Cash,,,,,7352.32,,,,,,,,0
2022-11-11,股票,中远海控(601919.XSHG),多,500股,500股,11.97,5985,-881.33,13.733,-,0,35,0股,-12.84%,51683.32,11.58%
2022-11-11,股票,九安医疗(002432.XSHE),多,100股,100股,50.47,5047,-2962.71,80.097,-,0,44,0股,-36.99%,51683.32,9.77%
2022-11-11,股票,海航科技(600751.XSHG),多,2100股,2100股,2.47,5187,-561.96,2.738,-,0,21,0股,-9.77%,51683.32,10.04%
2022-11-11,股票,振东制药(300158.XSHE),多,1000股,1000股,5.93,5930,-370,6.3,-,0,-50,0股,-5.87%,51683.32,11.47%
2022-11-11,股票,明德生物(002932.XSHE),多,100股,100股,65.73,6573,896,56.77,-,0,-256,0股,15.78%,51683.32,12.72%
2022-11-11,股票,新城控股(601155.XSHG),多,300股,300股,18.79,5637,1650,13.29,-,0,513,0股,41.38%,51683.32,10.91%
2022-11-11,股票,广州浪奇(000523.XSHE),多,1600股,1600股,3.12,4992,384,2.88,-,0,0,0股,8.33%,51683.32,9.66%
2022-11-11,股票,华夏银行(600015.XSHG),多,1000股,1000股,4.98,4980,180,4.8,-,0,80,0股,3.75%,51683.32,9.64%
2022-11-11,,Cash,,,,,7352.32,,,,,,,,0
2022-11-14,股票,中远海控(601919.XSHG),多,500股,500股,12.07,6035,-831.33,13.733,-,0,50,0股,-12.11%,52931.32,11.4%
2022-11-14,股票,九安医疗(002432.XSHE),多,100股,100股,49.9,4990,-3019.71,80.097,-,0,-57,0股,-37.7%,52931.32,9.43%
2022-11-14,股票,海航科技(600751.XSHG),多,2100股,2100股,2.49,5229,-519.96,2.738,-,0,42,0股,-9.04%,52931.32,9.88%
2022-11-14,股票,振东制药(300158.XSHE),多,1000股,1000股,6.52,6520,220,6.3,-,0,590,0股,3.49%,52931.32,12.32%
2022-11-14,股票,明德生物(002932.XSHE),多,100股,100股,65.48,6548,871,56.77,-,0,-25,0股,15.34%,52931.32,12.37%
2022-11-14,股票,新城控股(601155.XSHG),多,300股,300股,20.67,6201,2214,13.29,-,0,564,0股,55.53%,52931.32,11.72%
2022-11-14,股票,广州浪奇(000523.XSHE),多,1600股,1600股,3.16,5056,448,2.88,-,0,64,0股,9.72%,52931.32,9.55%
2022-11-14,股票,华夏银行(600015.XSHG),多,1000股,1000股,5,5000,200,4.8,-,0,20,0股,4.17%,52931.32,9.45%
2022-11-14,,Cash,,,,,7352.32,,,,,,,,0
2022-11-15,股票,中远海控(601919.XSHG),多,500股,500股,12.11,6055,-811.33,13.733,-,0,20,0股,-11.82%,54517.32,11.11%
2022-11-15,股票,九安医疗(002432.XSHE),多,100股,100股,51.07,5107,-2902.71,80.097,-,0,117,0股,-36.24%,54517.32,9.37%
2022-11-15,股票,海航科技(600751.XSHG),多,2100股,2100股,2.5,5250,-498.96,2.738,-,0,21,0股,-8.68%,54517.32,9.63%
2022-11-15,股票,振东制药(300158.XSHE),多,1000股,1000股,7.34,7340,1040,6.3,-,0,820,0股,16.51%,54517.32,13.46%
